image,bbox,cx,cy,w,h,class_name,image_id,class_id,SL_P1_x,SL_P1_y,SL_P2_x,SL_P2_y,lat,long,height,time,points
bejing_view2_1018.png,0.07375 0.70125 0.0825 0.0575,0.07375,0.70125,0.0825,0.0575,building,41147,0,0.06875,0.62,0.06625,0.59125,39.891250779177824,116.39612911254297,12,2016-03-06-6,"((13, 269), (46, 292))"
bejing_view1_1197.png,0.318125 0.295625 0.04375 0.06375,0.318125,0.295625,0.04375,0.06375,building,34636,0,0.26875,0.27375,0.26,0.27125,40.02208204133748,116.43206172390776,9,2015-06-06-6,"((118, 105), (136, 131))"
changchun_view2_133.png,0.545 0.2025 0.09 0.09,0.545,0.2025,0.09,0.09,building,30457,0,1.0,0.3975,0.985,0.32,43.86500997617989,125.3092529151307,18,2017-04-02-6,"((200, 63), (236, 99))"
shanghai_view1_793.png,0.51625 0.49875 0.2575 0.0825,0.51625,0.49875,0.2575,0.0825,building,4505,0,0.9175,0.8525,0.9125,0.83,31.27904216690052,121.6300817405276,12,2015-12-06-6,"((155, 183), (258, 216))"
changchun_view1_203.png,0.225 0.3825 0.08 0.07,0.225,0.3825,0.08,0.07,building,17322,0,0.3875,0.7,0.3875,0.665,43.86500997617989,125.35416867933668,6,2016-04-20-6,"((74, 139), (106, 167))"
chengdu_view2_1077.png,0.11625 0.71125 0.1775 0.1825,0.11625,0.71125,0.1775,0.1825,building,2775,0,0.2325,1.26,0.2475,1.23,30.62031950877679,104.0384563859621,6,2017-04-01-6,"((11, 248), (82, 321))"
changchun_view2_104.png,0.20625 0.37875 0.0625 0.0725,0.20625,0.37875,0.0625,0.0725,building,30440,0,0.3675,0.6625,0.3525,0.65,43.85853300083607,125.2912866094483,6,2017-04-02-6,"((70, 137), (95, 166))"
foshan_view2_162.png,0.89625 0.64375 0.0525 0.0875,0.89625,0.64375,0.0525,0.0875,building,2512,0,1.56,1.1175,1.55,1.065,23.08660330810696,113.20037290733652,6,2016-09-01-6,"((348, 240), (369, 275))"
bejing_view2_1151.png,0.73 0.260625 0.1525 0.05875,0.73,0.260625,0.1525,0.05875,building,41289,0,0.68,0.23125,0.68,0.20625,39.98079394713277,116.42307857106655,15,2016-03-06-6,"((261, 92), (322, 116))"
bejing_view1_1179.png,0.76375 0.1425 0.13 0.0475,0.76375,0.1425,0.13,0.0475,building,34617,0,0.67375,0.1275,0.675,0.115,39.898142874292,116.43206172390776,18,2015-06-06-6,"((279, 47), (331, 66))"
shanghai_view1_708.png,0.35875 0.055 0.1275 0.11,0.35875,0.055,0.1275,0.11,building,4424,0,0.5825,0.0925,0.59,0.0525,31.202236524310003,121.60313228200404,18,2015-12-06-6,"((118, 0), (169, 44))"
shanghai_view2_689.png,0.855 0.86375 0.075 0.1075,0.855,0.86375,0.075,0.1075,building,21545,0,1.48,1.495,1.4625,1.4475,31.248327404688023,121.59414912916282,6,2017-06-06-6,"((327, 324), (357, 367))"
shanghai_view2_791.png,0.9025 0.55125 0.19 0.1575,0.9025,0.55125,0.19,0.1575,building,21653,0,1.4825,0.935,1.47,0.8425,31.263686035396525,121.6300817405276,9,2017-06-06-6,"((323, 189), (399, 252))"
shanghai_view1_131.png,0.08625 0.835 0.1725 0.125,0.08625,0.835,0.1725,0.125,building,3871,0,0.2075,1.44,0.19,1.37,31.18686790376216,121.39651976665652,24,2015-12-06-6,"((0, 309), (69, 359))"
bejing_view2_1025.png,0.71625 0.7075 0.04 0.0675,0.71625,0.7075,0.04,0.0675,building,41155,0,0.63,0.6325,0.63,0.62,39.93948088931808,116.39612911254297,3,2016-03-06-6,"((278, 269), (294, 296))"
shanghai_view1_131.png,0.6725 0.27375 0.07 0.1075,0.6725,0.27375,0.07,0.1075,building,3871,0,1.1825,0.52,1.1425,0.4025,31.18686790376216,121.39651976665652,15,2015-12-06-6,"((255, 88), (283, 131))"
shanghai_view1_552.png,0.73875 0.86625 0.1425 0.1925,0.73875,0.86625,0.1425,0.1925,building,4270,0,1.28,1.435,1.275,1.4075,31.15612317623464,121.54923336495686,18,2015-12-06-6,"((267, 308), (324, 385))"
bejing_view1_1091.png,0.130625 0.09 0.08375 0.045,0.130625,0.09,0.08375,0.045,building,34530,0,0.11625,0.08375,0.115,0.0725,39.84298670975897,116.41409541822536,18,2015-06-06-6,"((35, 27), (69, 45))"
nanjing_view1_122.png,0.2725 0.52375 0.245 0.2275,0.2725,0.52375,0.245,0.2275,building,42,0,0.51,0.905,0.4625,0.7725,31.948382113672203,118.78726683696904,18,2017-02-01-6,"((60, 164), (158, 255))"
shanghai_view1_95.png,0.14625 0.79625 0.0875 0.0625,0.14625,0.79625,0.0875,0.0625,building,4549,0,0.255,1.4075,0.2625,1.3675,31.294395798503785,121.37855346097412,15,2015-12-06-6,"((41, 306), (76, 331))"
changchun_view2_146.png,0.71125 0.17375 0.0675 0.0475,0.71125,0.17375,0.0675,0.0475,building,30466,0,1.255,0.3225,1.25,0.275,43.85853300083607,125.3182360679719,12,2017-04-02-6,"((271, 60), (298, 79))"
dalian_view1_136.png,0.76125 0.44 0.1125 0.2,0.76125,0.44,0.1125,0.2,building,20576,0,1.365,0.745,1.3425,0.6425,38.885503789147705,121.5153094395081,18,2015-11-01-6,"((282, 136), (327, 216))"
shanghai_view1_322.png,0.90625 0.4775 0.1175 0.085,0.90625,0.4775,0.1175,0.085,building,4082,0,1.5975,0.865,1.5425,0.7875,31.30974692951097,121.45940183654491,6,2015-12-06-6,"((339, 174), (386, 208))"
changchun_view2_143.png,0.73 0.535 0.1 0.07,0.73,0.535,0.1,0.07,building,30463,0,1.25,0.9275,1.25,0.8875,43.83909785289683,125.3182360679719,9,2017-04-02-6,"((272, 200), (312, 228))"
changchun_view1_159.png,0.54125 0.67 0.1625 0.08,0.54125,0.67,0.1625,0.08,building,17293,0,0.9225,1.185,0.9225,1.1275,43.8520553218367,125.3272192208131,18,2016-04-20-6,"((184, 252), (249, 284))"
shanghai_view1_701.png,0.22125 0.9425 0.1725 0.105,0.22125,0.9425,0.1725,0.105,building,4417,0,0.3425,1.64,0.3525,1.6025,31.14843543519097,121.60313228200404,27,2015-12-06-6,"((54, 356), (123, 398))"
bejing_view2_1083.png,0.078125 0.7025 0.05125 0.045,0.078125,0.7025,0.05125,0.045,building,41217,0,0.07125,0.61625,0.07125,0.60625,39.78778620378514,116.41409541822536,3,2016-03-06-6,"((21, 272), (41, 290))"
changchun_view2_104.png,0.1325 0.35875 0.115 0.1375,0.1325,0.35875,0.115,0.1375,building,30440,0,0.2425,0.625,0.2025,0.58,43.85853300083607,125.2912866094483,15,2017-04-02-6,"((30, 116), (76, 171))"
bejing_view1_1045.png,0.285 0.741875 0.135 0.15625,0.285,0.741875,0.135,0.15625,building,34481,0,0.235,0.59125,0.235,0.58125,39.801590486436886,116.40511226538416,9,2015-06-06-6,"((86, 265), (141, 328))"
bejing_view1_1303.png,0.21125 0.8675 0.1075 0.085,0.21125,0.8675,0.1075,0.085,building,34658,0,0.19125,0.7575,0.2025,0.72875,39.92570432368195,116.45901118243134,6,2015-06-06-6,"((63, 330), (106, 364))"
bejing_view1_1125.png,0.16375 0.45875 0.0825 0.0325,0.16375,0.45875,0.0825,0.0325,building,34564,0,0.1525,0.4,0.1525,0.3925,39.801590486436886,116.42307857106655,12,2015-06-06-6,"((49, 177), (82, 190))"
shanghai_view1_115.png,0.3275 0.96 0.18 0.08,0.3275,0.96,0.18,0.08,building,3854,0,0.5475,1.685,0.5225,1.6375,31.25600703239929,121.38753661381531,9,2015-12-06-6,"((95, 368), (167, 400))"
shanghai_view1_115.png,0.72875 0.47625 0.0925 0.0625,0.72875,0.47625,0.0925,0.0625,building,3854,0,1.26,0.8525,1.25,0.7925,31.25600703239929,121.38753661381531,6,2015-12-06-6,"((273, 178), (310, 203))"
bejing_view2_1143.png,0.223125 0.25125 0.16125 0.06,0.223125,0.25125,0.16125,0.06,building,41281,0,0.2275,0.23375,0.22375,0.20625,39.92570432368195,116.42307857106655,15,2016-03-06-6,"((57, 88), (121, 112))"
dalian_view1_160.png,0.1775 0.76625 0.105 0.1425,0.1775,0.76625,0.105,0.1425,building,20580,0,0.2725,1.415,0.2525,1.2575,38.87151740440697,121.5242925923493,21,2015-11-01-6,"((50, 278), (92, 335))"
changsha_view2_108.png,0.8125 0.505 0.075 0.12,0.8125,0.505,0.075,0.12,building,40521,0,1.4475,0.885,1.41,0.8125,28.203932635361003,113.02219115337527,6,2017-08-07-6,"((310, 178), (340, 226))"
shanghai_view2_628.png,0.225 0.93875 0.07 0.0825,0.225,0.93875,0.07,0.0825,building,21480,0,0.41,1.6425,0.4,1.6,31.163810293701346,121.57618282348044,18,2017-06-06-6,"((76, 359), (104, 392))"
changsha_view1_122.png,0.67625 0.31625 0.0975 0.0525,0.67625,0.31625,0.0975,0.0525,building,33756,0,1.2225,0.585,1.2075,0.5525,28.16434234387137,113.03117430621649,30,2015-04-14-6,"((251, 115), (290, 137))"
shanghai_view2_806.png,0.52125 0.345 0.1025 0.11,0.52125,0.345,0.1025,0.11,building,21666,0,0.9175,0.6625,0.89,0.5425,31.18686790376216,121.6390648933688,9,2017-06-06-6,"((188, 116), (229, 160))"
changsha_view1_122.png,0.9525 0.3 0.095 0.06,0.9525,0.3,0.095,0.06,building,33756,0,1.6275,0.5275,1.6025,0.49,28.16434234387137,113.03117430621649,6,2015-04-14-6,"((362, 108), (400, 132))"
changchun_view1_163.png,0.4925 0.165 0.125 0.09,0.4925,0.165,0.125,0.09,building,17298,0,0.8775,0.2975,0.85,0.25,43.87796181587564,125.3272192208131,15,2016-04-20-6,"((172, 48), (222, 84))"
shanghai_view2_170.png,0.72875 0.7275 0.2575 0.075,0.72875,0.7275,0.2575,0.075,building,21066,0,1.2325,1.3,1.225,1.2525,31.294395798503785,121.40550291949772,27,2017-06-06-6,"((240, 276), (343, 306))"
shanghai_view2_362.png,0.565 0.8225 0.065 0.075,0.565,0.8225,0.065,0.075,building,21205,0,0.9575,1.425,0.9575,1.4,31.23296627547205,121.47736814222728,21,2017-06-06-6,"((212, 314), (238, 344))"
bejing_view1_1109.png,0.333125 0.730625 0.05125 0.03875,0.333125,0.730625,0.05125,0.03875,building,34549,0,0.2925,0.64125,0.2925,0.62375,39.96702570128081,116.41409541822536,18,2015-06-06-6,"((123, 284), (143, 300))"
bejing_view2_1047.png,0.78 0.53375 0.1275 0.085,0.78,0.53375,0.1275,0.085,building,41178,0,0.695,0.4625,0.69875,0.43625,39.81539199847936,116.40511226538416,18,2016-03-06-6,"((286, 196), (337, 230))"
bejing_view2_1084.png,0.04125 0.545 0.06 0.0525,0.04125,0.545,0.06,0.0525,building,41218,0,0.04125,0.48625,0.0425,0.465,39.794688691421854,116.41409541822536,15,2016-03-06-6,"((4, 207), (28, 228))"
bejing_view2_1111.png,0.320625 0.60125 0.10125 0.0675,0.320625,0.60125,0.10125,0.0675,building,41248,0,0.29375,0.525,0.295,0.5,39.98079394713277,116.41409541822536,18,2016-03-06-6,"((108, 226), (148, 253))"
changchun_view1_190.png,0.065 0.83375 0.13 0.0825,0.065,0.83375,0.13,0.0825,building,17316,0,0.065,1.4675,0.0675,1.425,43.871486247861846,125.34518552649548,6,2016-04-20-6,"((0, 317), (52, 350))"
bejing_view1_1143.png,0.923125 0.334375 0.11875 0.04875,0.923125,0.334375,0.11875,0.04875,building,34582,0,0.80125,0.29875,0.80125,0.275,39.92570432368195,116.42307857106655,15,2015-06-06-6,"((345, 124), (393, 143))"
changchun_view2_109.png,0.8225 0.2075 0.055 0.135,0.8225,0.2075,0.055,0.135,building,30443,0,1.445,0.37,1.41,0.3475,43.8909108408738,125.2912866094483,18,2017-04-02-6,"((318, 56), (340, 110))"
bejing_view2_1165.png,0.28875 0.055 0.1525 0.11,0.28875,0.055,0.1525,0.11,building,41302,0,0.5725,0.13,0.5775,0.065,39.801590486436886,116.43206172390776,18,2016-03-06-6,"((85, 0), (146, 44))"
bejing_view1_1212.png,0.2975 0.615 0.1 0.08,0.2975,0.615,0.1,0.08,building,34651,0,0.26625,0.5375,0.26125,0.515,39.84988365556677,116.44104487674896,18,2015-06-06-6,"((99, 230), (139, 262))"
bejing_view2_1149.png,0.300625 0.48 0.08625 0.06,0.300625,0.48,0.08625,0.06,building,41287,0,0.28,0.4325,0.28,0.40375,39.96702570128081,116.42307857106655,15,2016-03-06-6,"((102, 180), (137, 204))"
shanghai_view1_212.png,0.2825 0.17875 0.065 0.0775,0.2825,0.17875,0.065,0.0775,building,3961,0,0.4925,0.345,0.4725,0.31,31.23296627547205,121.42346922518011,30,2015-12-06-6,"((99, 56), (125, 87))"
bejing_view1_1047.png,0.464375 0.426875 0.06625 0.04125,0.464375,0.426875,0.06625,0.04125,building,34483,0,0.39875,0.3725,0.39875,0.35625,39.81539199847936,116.40511226538416,18,2015-06-06-6,"((172, 162), (199, 179))"
shanghai_view2_315.png,0.52 0.26625 0.14 0.0975,0.52,0.26625,0.14,0.0975,building,21169,0,0.945,0.46,0.9475,0.405,31.25600703239929,121.45940183654491,15,2017-06-06-6,"((180, 87), (236, 126))"
shanghai_view1_306.png,0.0275 0.80625 0.055 0.0675,0.0275,0.80625,0.055,0.0675,building,4064,0,0.0475,1.41,0.05,1.3625,31.18686790376216,121.45940183654491,30,2015-12-06-6,"((0, 309), (22, 336))"
bejing_view2_1011.png,0.335 0.635625 0.11 0.05125,0.335,0.635625,0.11,0.05125,building,41140,0,0.28,0.55625,0.27875,0.5375,39.84298670975897,116.39612911254297,18,2016-03-06-6,"((112, 244), (156, 264))"
bejing_view1_1097.png,0.798125 0.706875 0.07375 0.05625,0.798125,0.706875,0.07375,0.05625,building,34536,0,0.69875,0.61375,0.69625,0.59875,39.88435799101698,116.41409541822536,6,2015-06-06-6,"((304, 271), (334, 294))"
bejing_view1_1044.png,0.073125 0.13375 0.06875 0.0375,0.073125,0.13375,0.06875,0.0375,building,34480,0,0.0575,0.1125,0.0575,0.10625,39.794688691421854,116.40511226538416,6,2015-06-06-6,"((15, 46), (43, 61))"
shanghai_view1_311.png,0.4825 0.36625 0.13 0.1325,0.4825,0.36625,0.13,0.1325,building,4070,0,0.8375,0.7,0.795,0.5475,31.22528477414182,121.45940183654491,21,2015-12-06-6,"((167, 120), (219, 173))"
bejing_view2_1109.png,0.22625 0.109375 0.0775 0.05875,0.22625,0.109375,0.0775,0.05875,building,41246,0,0.1925,0.10375,0.1925,0.0725,39.96702570128081,116.41409541822536,9,2016-03-06-6,"((75, 32), (106, 55))"
changchun_view2_193.png,0.565 0.91125 0.09 0.0975,0.565,0.91125,0.09,0.0975,building,30493,0,0.9675,1.58,0.9475,1.555,43.8909108408738,125.34518552649548,18,2017-04-02-6,"((207, 345), (243, 384))"
bejing_view2_1007.png,0.669375 0.41875 0.11375 0.0675,0.669375,0.41875,0.11375,0.0675,building,41135,0,0.58875,0.375,0.58625,0.34125,39.81539199847936,116.39612911254297,18,2016-03-06-6,"((245, 154), (290, 181))"
shanghai_view2_112.png,0.94375 0.505 0.1125 0.13,0.94375,0.505,0.1125,0.13,building,21011,0,1.6525,0.9275,1.6275,0.8075,31.23296627547205,121.38753661381531,6,2017-06-06-6,"((355, 176), (400, 228))"
